ProductID,ProductName,Category,Brand,Cost_Price
PROD-6004,Ninja Professional Blender,Home & Kitchen,Ninja,63.79
PROD-7156,Blue Yeti USB Microphone,Office Products,Blue,102.85
PROD-9417,Nest Learning Thermostat,Tools & Home Improvement,Google,171.59
PROD-8655,Ninja Professional Blender,Home & Kitchen,Ninja,65.38
PROD-7088,Neutrogena Hydro Boost Water Gel,Health & Personal Care,Neutrogena,15.52
PROD-8414,Lindt Excellence Dark Chocolate Bar,Grocery & Gourmet Food,Lindt,3.66
PROD-9084,Calvin Klein Cotton Classics Boxer Briefs,Clothing & Fashion,Calvin Klein,23.34
PROD-3793,Samsung 980 Pro SSD 1TB,Electronics,Samsung,109.2
PROD-3753,Fitbit Charge 5,Electronics,Fitbit,133.95
PROD-1671,KitchenAid Artisan Series Mixer,Home & Kitchen,KitchenAid,329.54
PROD-5615,BIC Round Stic Xtra Life Ball Pen,Office Products,BIC,4.75
PROD-1737,Resistance Band Set,Sports & Fitness,FitBeast,17.58
PROD-8856,The Midnight Library,Books & Media,Matt Haig,10.89
PROD-9993,Laptop Stand Adjustable,Office Products,Nulaxy,22.27
PROD-3417,Herman Miller Aeron Chair,Office Products,Herman Miller,1003.3
PROD-6250,iRobot Roomba j7+,Home & Kitchen,iRobot,606.18
PROD-9989,Levi's Men's 501 Original Fit Jeans,Clothing & Fashion,Levi's,26.12
PROD-5422,Theragun Pro G4,Sports & Fitness,Therabody,463.74
PROD-3922,Nest Learning Thermostat,Tools & Home Improvement,Google,181.47
PROD-2396,Carhartt Men's K87 Pocket T-Shirt,Clothing & Fashion,Carhartt,9.77
PROD-1796,Vicks DayQuil/NyQuil Combo Pack,Health & Personal Care,Vicks,12.47
PROD-3047,Gaiam Yoga Mat,Sports & Fitness,GAIAM,23.03
PROD-4551,LEGO Star Wars Millennium Falcon,Toys & Games,LEGO,127.76
PROD-9896,Peloton Bike+,Sports & Fitness,Peloton,1767.81
PROD-7198,Garmin Forerunner 245,Sports & Fitness,Garmin,244.17
PROD-2024,Oral-B Pro 1000 Electric Toothbrush,Health & Personal Care,Oral-B,37.48
PROD-4405,Gaiam Yoga Mat,Sports & Fitness,Gaiam,20.31
PROD-8066,DEWALT 20V Max Cordless Drill,Tools & Home Improvement,DEWALT,110.49
PROD-2388,Columbia Men's Watertight II Jacket,Clothing & Fashion,Columbia,31.21
PROD-2722,Nike Air Force 1,Clothing & Fashion,Nike,70.75
PROD-1461,Iron Gym Total Upper Body Workout Bar,Sports & Fitness,Iron Gym,25.24
PROD-3289,Gorilla Glue 2-Pack,Tools & Home Improvement,Gorilla,6.01
PROD-1859,Ray-Ban Classic Wayfarer Sunglasses,Clothing & Fashion,Ray-Ban,81.58
PROD-4148,Wyze Cam v3,Electronics,Wyze,29.91
PROD-9698,Manduka PRO Yoga Mat,Sports & Fitness,Manduka,97.97
PROD-6433,Brita Water Filter Pitcher,Home & Kitchen,Brita,13.18
PROD-8367,Lutron Caseta Smart Dimmer Switch,Tools & Home Improvement,Lutron,38.53
PROD-9514,Nerf Elite 2.0 Commander RD-6,Toys & Games,Nerf,10.14
PROD-7825,Tostitos Scoops Tortilla Chips,Grocery & Gourmet Food,Tostitos,4.75
PROD-9047,Clif Bar Energy Bars 12-Pack,Grocery & Gourmet Food,Clif Bar,14.93
PROD-8682,Clif Bar Energy Bars 12-Pack,Grocery & Gourmet Food,Clif Bar,13.84
PROD-4135,MacBook Air M2,Electronics,Apple,920.75
PROD-9069,Cuisinart 14-Cup Food Processor,Home & Kitchen,Cuisinart,202.51
PROD-5763,Project Hail Mary,Books & Media,Andy Weir,14.03
PROD-9761,Instant Pot Duo 7-in-1,Home & Kitchen,Instant Pot,62.63
PROD-1926,Barbie Dreamhouse,Toys & Games,Mattel,142.83
PROD-5996,Quaker Oats Old Fashioned 2-Pack,Grocery & Gourmet Food,Quaker,10.76
PROD-3726,August Wi-Fi Smart Lock,Tools & Home Improvement,August,155.73
PROD-7274,Resistance Band Set,Sports & Fitness,FitBeast,19.36
PROD-8826,Peloton Bike+,Sports & Fitness,Peloton,1816.44
PROD-5943,Vicks DayQuil/NyQuil Combo Pack,Health & Personal Care,Vicks,14.88
PROD-2726,Gaiam Yoga Mat,Sports & Fitness,Gaiam,21.06
PROD-7298,Kind Bars Dark Chocolate Nuts & Sea Salt,Grocery & Gourmet Food,KIND,16.51
PROD-9493,MacBook Air M2,Electronics,Apple,933.17
PROD-1036,Fitbit Charge 5,Electronics,Fitbit,120.48
PROD-9139,Black+Decker 20V Max Pivot Vac,Tools & Home Improvement,Black+Decker,53.98
PROD-6389,Peloton Bike+,Sports & Fitness,Peloton,1887.48
PROD-8823,Philips Hue White & Color Ambiance,Tools & Home Improvement,Philips,61.67
PROD-5634,Tostitos Scoops Tortilla Chips,Grocery & Gourmet Food,Tostitos,4.83
PROD-8335,Lutron C4s3t4 Sm4rt Dimm3r Switch,Tools & Home Improvement,Lutron,45.07
PROD-9687,Garmin Forerunner 245,Sports & Fitness,Garmin,234.24
PROD-7383,Shark NV352 Navigator Lift-Away,Home & Kitchen,Shark,135.8
PROD-1526,Gaiam Yoga Mat,Sports & Fitness,Gaiam,23.27
PROD-7967,Iron Gym Total Upper Body Workout Bar,Sports & Fitness,iron gym,24.59
PROD-1303,Und3r Armour T3ch 2.0 Short Sl33v3,Clothing & Fashion,Under Armour,8.78
PROD-3426,Iron Gym Tot4l Upp3r Body Workout B4r,Sports & Fitness,Iron Gym,24.61
PROD-6488,Vital Proteins Collagen Peptides,Health & Personal Care,Vital Proteins,23.54
PROD-3795,Bowflex SelectTech 552 Dumbbells,Sports & Fitness,Bowflex,317.99
PROD-6689,Vital Proteins Collagen Peptides,Health & Personal Care,Vital Proteins,22.46
PROD-7128,Lutron Caseta Smart Dimmer Switch,Tools & Home Improvement,Lutron,41.82
PROD-8447,Blue Yeti USB Microphone,Office Products,Blue,98.23
PROD-1357,Neutrogena Hydro Boost Water Gel,Health & Personal Care,Neutrogena,12.81
PROD-5215,Garmin Forerunner 245,Sports & Fitness,Garmin,223.07
PROD-8182,Br4un S3ri3s 7 El3ctric R4zor,Health & Personal Care,Braun,109.88
PROD-7229,Philips Hue White & Color Ambiance,Tools & Home Improvement,Philips,59.02
PROD-5500,Hydro Flask 32 oz Wide Mouth,Sports & Fitness,Hydro Flask,35.42
PROD-6967,Steelcase Series 1 Chair,Office Products,Steelcase,401.68
PROD-3729,Lutron Caseta Smart Dimmer Switch,Tools & Home Improvement,Lutron,46.84
PROD-4145,Gaiam Yoga Mat,Sports & Fitness,Gaiam,22.1
PROD-4530,Kind Bars Dark Chocolate Nuts & Sea Salt,Grocery & Gourmet Food,KIND,17.46
PROD-2149,Peloton Bike+,Sports & Fitness,Peloton,1860.19
PROD-3633,Kind Bars Dark Chocolate Nuts & Sea Salt,Grocery & Gourmet Food,KIND,17.32
PROD-7273,KitchenAid Artisan Series Mixer,Home & Kitchen,KitchenAid,281.87
PROD-1476,Dune,Books & Media,Frank Herbert,7.24
PROD-5705,Ticket to Ride Board Game,Toys & Games,Days of Wonder,36.12
PROD-8822,Aveeno Daily Moisturizing Lotion,Health & Personal Care,Aveeno,8.64
PROD-3857,Resistance Band Set,Sports & Fitness,FitBeast,17.82
PROD-7023,Ninja Professional Blender,Home & Kitchen,Ninja,78.29
PROD-5781,Gaiam Yoga Mat,Sports & Fitness,Gaiam,23.59
PROD-3388,Post-it Super Sticky Notes,Office Products,3M,11.1
PROD-6470,TRX All-in-One Suspension Trainer,Sports & Fitness,TRX,163.84
PROD-7659,Barbie Dreamhouse,Toys & Games,Mattel,141.41
PROD-8099,Black+Decker 20V Max Pivot Vac,Tools & Home Improvement,Black+Decker,60.98
PROD-6043,Rocketbook Smart Reusable Notebook,Office Products,Rocketbook,23.89
PROD-8525,Sony WH-1000XM5 Headphones,Electronics,Sony,322.25
PROD-8455,Oral-B Pro 1000 Electric Toothbrush,Health & Personal Care,Oral-B,37.29
PROD-6624,Clif Bar Energy Bars 12-Pack,Grocery & Gourmet Food,Clif Bar,13.66
PROD-8905,Post-it Super Sticky Notes,Office Products,3M,11.55
PROD-6867,Dune,Books & Media,Frank Herbert,7.8
PROD-6894,Levi's Men's 501 Original Fit Jeans,Clothing & Fashion,Levi's,24.84
PROD-2898,Peloton Bike+,Sports & Fitness,Peloton,1926.13
PROD-3678,Keurig K-Classic Coffee Maker,Home & Kitchen,Keurig,107.92
PROD-6729,Nest Learning Thermostat,Tools & Home Improvement,Google,165.48
PROD-7501,Sony WH-1000XM5 Headphones,Electronics,Sony,349.34
PROD-9650,Kind Bars Dark Chocolate Nuts & Sea Salt,Grocery & Gourmet Food,KIND,17.02
PROD-2000,Manduka PRO Yoga Mat,Sports & Fitness,Manduka,99.13
PROD-4130,Cards Against Humanity,Toys & Games,Cards Against Humanity,23.91
PROD-7560,Herman Miller Aeron Chair,Office Products,Herman Miller,1007.64
PROD-4346,HP OfficeJet Pro 8025e,Office Products,HP,147.51
PROD-6494,Exploding Kittens Card Game,Toys & Games,Exploding Kittens,14.71
PROD-3169,Resistance Band Set,Sports & Fitness,FitBeast,18.08
PROD-6992,Dell XPS 13 Laptop,Electronics,Dell,989.15
PROD-6640,TRX All-in-One Suspension Trainer,Sports & Fitness,TRX,173.91
PROD-1772,Becoming,Books & Media,Michelle Obama,17.52
PROD-6754,Blue Yeti USB Microphone,Office Products,Blue,108.73
PROD-2065,Lutron Caseta Smart Dimmer Switch,Tools & Home Improvement,Lutron,40.78
PROD-7856,iPad Air,Electronics,Apple,505.15
PROD-7541,Philips Sonicare ProtectiveClean 5100,Health & Personal Care,Philips,82.87
PROD-8110,Quaker Oats Old Fashioned 2-Pack,Grocery & Gourmet Food,Quaker,11.42
PROD-2306,Huy Fong Sriracha Hot Chili Sauce,Grocery & Gourmet Food,Huy Fong,7.02
PROD-5980,Bowflex SelectTech 552 Dumbbells,Sports & Fitness,Bowflex,326.49
PROD-4828,Aveeno Daily Moisturizing Lotion,Health & Personal Care,Aveeno,10.32
PROD-9872,KitchenAid Artisan Series Mixer,Home & Kitchen,KitchenAid,337.6
PROD-8224,Iron Gym Total Upper Body Workout Bar,Sports & Fitness,Iron Gym,22.65
PROD-3326,Huy Fong Sriracha Hot Chili Sauce,Grocery & Gourmet Food,Huy Fong,7.77
PROD-5673,Mattel Games UNO,Toys & Games,Mattel,4.92
PROD-2897,Garmin Forerunner 245,Sports & Fitness,Garmin,218.38
PROD-1556,Resistance Band Set,Sports & Fitness,FitBeast,17.6
PROD-8278,CeraVe Hydrating Facial Cleanser,Health & Personal Care,CeraVe,10.99
PROD-2820,Keurig K-Classic Coffee Maker,Home & Kitchen,KEURIG,94.01
PROD-5262,Post-it Super Sticky Notes,Office Products,3M,12.47
PROD-5060,Nest Learning Thermostat,Tools & Home Improvement,Google,169.68
PROD-8051,Resistance Band Set,Sports & Fitness,FitBeast,20.67
PROD-2654,Lindt Excellence Dark Chocolate Bar,Grocery & Gourmet Food,Lindt,3.64
PROD-3991,The Seven Husbands of Evelyn Hugo,Books & Media,Taylor Jenkins Reid,10.86
PROD-6850,Braun Series 7 Electric Razor,Health & Personal Care,Braun,120.22
PROD-5375,Lavazza Super Crema Whole Bean Coffee,Grocery & Gourmet Food,Lavazza,22.55
PROD-8046,Epson EcoTank ET-2800,Office Products,Epson,198.81
PROD-2553,Manduka PRO Yoga Mat,Sports & Fitness,Manduka,90.48
PROD-4833,Laptop Stand Adjustable,Office Products,Nulaxy,23.96
PROD-7467,Cuisinart 14-Cup Food Processor,Home & Kitchen,Cuisinart,180.84
PROD-6775,Nerf Elite 2.0 Commander RD-6,Toys & Games,Nerf,10.39
PROD-9429,Exploding Kittens Card Game,Toys & Games,Exploding Kittens,16.85
PROD-4662,Bowflex SelectTech 552 Dumbbells,Sports & Fitness,Bowflex,308.35
PROD-8916,Manduka PRO Yoga Mat,Sports & Fitness,Manduka,90.71
PROD-2621,DEWALT 20V Max Cordless Drill,Tools & Home Improvement,DEWALT,111.39
PROD-4644,Vicks DayQuil/NyQuil Combo Pack,Health & Personal Care,Vicks,14.42
PROD-7403,KitchenAid Artisan Series Mixer,Home & Kitchen,KitchenAid,330.23
PROD-1546,DEWALT 20V Max Cordless Drill,Tools & Home Improvement,DEWALT,110.64
PROD-1982,Barbie Dreamhouse,Toys & Games,Mattel,161.31
PROD-3722,Gaiam Yoga Mat,Sports & Fitness,Gaiam,22.65
PROD-5840,Philips Sonicare ProtectiveClean 5100,Health & Personal Care,Philips,69.55
PROD-2204,Steelcase Series 1 Chair,Office Products,Steelcase,399.71
PROD-4727,Lindt Excellence Dark Chocolate Bar,Grocery & Gourmet Food,Lindt,4.04
PROD-4984,Crocs Classic Clogs,Clothing & Fashion,Crocs,26.87
PROD-2511,Kind Bars Dark Chocolate Nuts & Sea Salt,Grocery & Gourmet Food,KIND,17.75
PROD-8818,Shark NV352 Navigator Lift-Away,Home & Kitchen,Shark,153.7
PROD-1162,Manduka PRO Yoga Mat,Sports & Fitness,Manduka,98.91
PROD-5660,Iron Gym Total Upper Body Workout Bar,Sports & Fitness,Iron Gym,23.92
PROD-5128,Columbia Men's Watertight II Jacket,Clothing & Fashion,Columbia,43.75
PROD-2013,Black+Decker 20V Max Pivot Vac,Tools & Home Improvement,Black+Decker,57.14
PROD-9160,August Wi-Fi Smart Lock,Tools & Home Improvement,August,158.71
PROD-8232,Brita Water Filter Pitcher,Home & Kitchen,Brita,13.75
PROD-4788,Manduka PRO Yoga Mat,Sports & Fitness,Manduka,98.9
PROD-7818,Wyze Cam v3,Electronics,Wyze,29.95
PROD-8415,The Seven Husbands of Evelyn Hugo,Books & Media,Taylor Jenkins Reid,11.61
PROD-1393,Bowflex SelectTech 552 Dumbbells,Sports & Fitness,Bowflex,296.62
PROD-8230,iRobot Roomba j7+,Home & Kitchen,iRobot,637.02
PROD-8726,Ninja Professional Blender,Home & Kitchen,Ninja,72.16
PROD-5133,Cards Against Humanity,Toys & Games,Cards Against Humanity,22.91
PROD-5793,TRX All-in-One Suspension Trainer,Sports & Fitness,TRX,163.26
PROD-7389,Samsung Galaxy S23,Electronics,Samsung,728.48
PROD-7281,Gaiam Yoga Mat,Sports & Fitness,GAIAM,25.23
PROD-3210,Peloton Bike+,Sports & Fitness,Peloton,1906.93
PROD-2852,Rocketbook Smart Reusable Notebook,Office Products,Rocketbook,26.11
PROD-5628,iPhone 15 Pro,Electronics,Apple,873.98
PROD-8406,Cuisinart 14-Cup Food Processor,Home & Kitchen,Cuisinart,171.57
PROD-4108,Laptop Stand Adjustable,Office Products,Nulaxy,21.74
PROD-7121,Columbia Men's Watertight II Jacket,Clothing & Fashion,Columbia,31.14
PROD-7308,Epson EcoTank ET-2800,Office Products,Epson,179.86
PROD-2434,Manduka PRO Yoga Mat,Sports & Fitness,Manduka,85.48
PROD-9694,The Seven Husbands of Evelyn Hugo,Books & Media,Taylor Jenkins Reid,11.65
PROD-6971,Peloton Bike+,Sports & Fitness,Peloton,1999.69
PROD-9596,Gorilla Glue 2-Pack,Tools & Home Improvement,Gorilla,5.74
PROD-7962,Steelcase Series 1 Chair,Office Products,Steelcase,438.7
PROD-6475,Gaiam Yoga Mat,Sports & Fitness,Gaiam,23.18
PROD-8667,Wyze Cam v3,Electronics,Wyze,29.45
PROD-8886,Catan Board Game,Toys & Games,Catan Studio,32.73
PROD-4937,Iron Gym Total Upper Body Workout Bar,Sports & Fitness,Iron Gym,24.88
PROD-8252,Project Hail Mary,Books & Media,Andy Weir,13.21
PROD-5917,The Psychology of Money,Books & Media,Morgan Housel,11.2
PROD-4823,Laptop Stand Adjustable,Office Products,Nulaxy,22.46
PROD-6251,Becoming,Books & Media,Michelle Obama,16.0
PROD-1192,Manduka PRO Yoga Mat,Sports & Fitness,Manduka,99.48
PROD-5439,Vital Proteins Collagen Peptides,Health & Personal Care,Vital Proteins,20.07
PROD-1450,Bowflex SelectTech 552 Dumbbells,Sports & Fitness,Bowflex,350.6
PROD-9124,Kind Bars Dark Chocolate Nuts & Sea Salt,Grocery & Gourmet Food,KIND,16.82
PROD-9367,The Midnight Library,Books & Media,Matt Haig,11.38
PROD-6173,Barbie Dreamhouse,Toys & Games,Mattel,145.21
PROD-1456,Ring Video Doorbell,Electronics,Amazon,153.75
PROD-6566,Braun Series 7 Electric Razor,Health & Personal Care,Braun,117.06
PROD-7455,Hydro Flask 32 oz Wide Mouth,Sports & Fitness,Hydro Flask,35.59
PROD-6670,Keurig K-Classic Coffee Maker,Home & Kitchen,Keurig,108.15
PROD-5260,Iron Gym Total Upper Body Workout Bar,Sports & Fitness,Iron Gym,24.42
PROD-7160,Project Hail Mary,Books & Media,Andy Weir,13.01
PROD-2045,Manduka PRO Yoga Mat,Sports & Fitness,Manduka,98.05
PROD-4311,Iron Gym Total Upper Body Workout Bar,Sports & Fitness,Iron Gym,24.41
PROD-6565,Aveeno Daily Moisturizing Lotion,Health & Personal Care,Aveeno,9.56
PROD-6473,Post-it Super Sticky Notes,Office Products,3M,11.86
PROD-2776,MacBook Air M2,Electronics,Apple,918.26
PROD-1343,Lutron Caseta Smart Dimmer Switch,Tools & Home Improvement,Lutron,41.53
PROD-5671,Hasbro Connect 4,Toys & Games,Hasbro,8.08
PROD-1477,Samsung Galaxy S23,Electronics,Samsung,661.4
PROD-5904,Tostitos Scoops Tortilla Chips,Grocery & Gourmet Food,Tostitos,4.72
PROD-3265,iPhone 15 Pro,Electronics,Apple,814.98
PROD-6192,Iron Gym Total Upper Body Workout Bar,Sports & Fitness,Iron Gym,25.02
PROD-8342,KitchenAid Artisan Series Mixer,Home & Kitchen,KitchenAid,347.27
PROD-4765,Dune,Books & Media,Frank Herbert,7.22
PROD-9699,Mattel Games UNO,Toys & Games,Mattel,5.07
PROD-3087,Herman Miller Aeron Chair,Office Products,Herman Miller,999.68
PROD-2005,Dune,Books & Media,Frank Herbert,7.55
PROD-6273,Ticket to Ride Board Game,Toys & Games,Days of Wonder,31.91
PROD-4702,Tostitos Scoops Tortilla Chips,Grocery & Gourmet Food,Tostitos,4.85
PROD-4303,iRobot Roomba j7+,Home & Kitchen,iRobot,636.55
PROD-3378,Waterpik Aquarius Water Flosser,Health & Personal Care,Waterpik,49.68
PROD-9184,Aveeno Daily Moisturizing Lotion,Health & Personal Care,Aveeno,9.11
PROD-2884,Shark NV352 Navigator Lift-Away,Home & Kitchen,Shark,151.39
PROD-6498,Blue Diamond Almonds,Grocery & Gourmet Food,Blue Diamond,13.92
PROD-9506,BIC Round Stic Xtra Life Ball Pen,Office Products,BIC,4.4
PROD-5013,Exploding Kittens Card Game,Toys & Games,Exploding Kittens,15.58
PROD-3822,Exploding Kittens Card Game,Toys & Games,Exploding Kittens,16.38
PROD-3539,Atomic Habits,Books & Media,James Clear,11.9
PROD-9171,Nest Learning Thermostat,Tools & Home Improvement,Google,177.33
PROD-6080,Lodge Cast Iron Skillet,Home & Kitchen,Lodge,19.14
PROD-2461,Herman Miller Aeron Chair,Office Products,Herman Miller,1072.47
PROD-7401,Samsung Galaxy S23,Electronics,Samsung,646.84
PROD-9736,Lutron Caseta Smart Dimmer Switch,Tools & Home Improvement,Lutron,43.06
PROD-2542,August Wi-Fi Smart Lock,Tools & Home Improvement,August,158.58
PROD-2775,Mattel Games UNO,Toys & Games,MATTEL,4.96
PROD-9377,DEWALT 20V Max Cordless Drill,Tools & Home Improvement,DEWALT,119.22
PROD-4715,Quest Nutrition High Protein Bars,Health & Personal Care,Quest,20.41
PROD-8087,Philips Hue White & Color Ambiance,Tools & Home Improvement,Philips,70.92
PROD-7797,Philips Sonicare ProtectiveClean 5100,Health & Personal Care,Philips,71.35
PROD-5552,Steelcase Series 1 Chair,Office Products,Steelcase,413.59
PROD-7548,Under Armour Tech 2.0 Short Sleeve,Clothing & Fashion,Under Armour,12.05
PROD-7717,Bowflex SelectTech 552 Dumbbells,Sports & Fitness,Bowflex,308.69
PROD-2467,Bowflex SelectTech 552 Dumbbells,Sports & Fitness,Bowflex,331.99
PROD-7484,LEGO Star Wars Millennium Falcon,Toys & Games,LEGO,138.2
PROD-7450,Blue Yeti USB Microphone,Office Products,Blue,99.9
PROD-9664,Kind Bars Dark Chocolate Nuts & Sea Salt,Grocery & Gourmet Food,KIND,16.61
PROD-3715,Garmin Forerunner 245,Sports & Fitness,Garmin,243.33
PROD-6811,iPhone 15 Pro,Electronics,Apple,868.2
PROD-5460,Braun Series 7 Electric Razor,Health & Personal Care,Braun,118.01
PROD-4084,Hanes Men's ComfortSoft T-Shirt 6-Pack,Clothing & Fashion,Hanes,14.33
PROD-9002,Oral-B Pro 1000 Electric Toothbrush,Health & Personal Care,Oral-B,40.24
PROD-9575,Philips Sonicare ProtectiveClean 5100,Health & Personal Care,Philips,81.25
PROD-1994,Theragun Pro G4,Sports & Fitness,Therabody,505.03
PROD-8305,Aveeno Daily Moisturizing Lotion,Health & Personal Care,Aveeno,9.35
PROD-9022,MacBook Air M2,Electronics,Apple,960.45
PROD-1161,Iron Gym Total Upper Body Workout Bar,Sports & Fitness,Iron Gym,24.07
PROD-8275,Cards Against Humanity,Toys & Games,Cards Against Humanity,22.63
PROD-5956,LEGO Star Wars Millennium Falcon,Toys & Games,LEGO,123.82
PROD-5534,Vital Proteins Collagen Peptides,Health & Personal Care,Vital Proteins,22.17
PROD-5842,LEGO Star Wars Millennium Falcon,Toys & Games,LEGO,140.74
PROD-6011,Shark NV352 Navigator Lift-Away,Home & Kitchen,Shark,148.09
PROD-6660,Nerf Elite 2.0 Commander RD-6,Toys & Games,Nerf,10.22
PROD-5374,MacBook Air M2,Electronics,Apple,928.36
PROD-2941,Bose QuietComfort 45,Electronics,Bose,289.5
PROD-5670,Quest Nutrition High Protein Bars,Health & Personal Care,Quest,19.45
PROD-7793,Atomic Habits,Books & Media,James Clear,12.05
PROD-5386,Gaiam Yoga Mat,Sports & Fitness,Gaiam,24.53
PROD-3548,iRobot Roomba j7+,Home & Kitchen,iRobot,632.36
PROD-8789,Where the Crawdads Sing,Books & Media,Delia Owens,8.89
PROD-8940,Gaiam Yoga Mat,Sports & Fitness,Gaiam,20.7
PROD-7758,Carhartt Men's K87 Pocket T-Shirt,Clothing & Fashion,Carhartt,11.64
PROD-5563,Herman Miller Aeron Chair,Office Products,Herman Miller,1097.64
PROD-1245,Ninja Professional Blender,Home & Kitchen,Ninja,75.09
PROD-2138,Nike Air Force 1,Clothing & Fashion,Nike,48.32
PROD-9077,Barbie Dreamhouse,Toys & Games,Mattel,153.19
PROD-5418,Theragun Pro G4,Sports & Fitness,Therabody,525.03
PROD-7068,Post-it Super Sticky Notes,Office Products,3M,10.41
PROD-7779,Cuisinart 14-Cup Food Processor,Home & Kitchen,Cuisinart,164.56
PROD-6448,Post-it Super Sticky Notes,Office Products,3M,12.64
PROD-4131,Kind Bars Dark Chocolate Nuts & Sea Salt,Grocery & Gourmet Food,KIND,16.46
PROD-5076,Mattel Games UNO,Toys & Games,Mattel,4.52
PROD-3301,Hydro Flask 32 oz Wide Mouth,Sports & Fitness,Hydro Flask,35.53
PROD-5468,CeraVe Hydrating Facial Cleanser,Health & Personal Care,CeraVe,10.76
PROD-1705,Rocketbook Smart Reusable Notebook,Office Products,Rocketbook,26.88
PROD-1464,Logitech MX Master 3S Mouse,Electronics,Logitech,90.19
PROD-1686,BIC Round Stic Xtra Life Ball Pen,Office Products,BIC,4.67
PROD-7027,Anker 737 Power Bank,Electronics,Anker,132.41
PROD-4658,Hydro Flask 32 oz Wide Mouth,Sports & Fitness,Hydro Flask,37.99
PROD-3425,Clif Bar Energy Bars 12-Pack,Grocery & Gourmet Food,Clif Bar,14.25
PROD-3568,Steelcase Series 1 Chair,Office Products,Steelcase,389.78
PROD-5929,Philips Sonicare ProtectiveClean 5100,Health & Personal Care,Philips,76.59
PROD-6672,The Psychology of Money,Books & Media,Morgan Housel,12.22
PROD-7642,Kindle Paperwhite,Electronics,Amazon,124.09
PROD-3151,Resistance Band Set,Sports & Fitness,FitBeast,17.21
PROD-6058,Instant Pot Duo 7-in-1,Home & Kitchen,Instant Pot,64.08
PROD-3377,Calvin Klein Cotton Classics Boxer Briefs,Clothing & Fashion,Calvin Klein,23.67
PROD-5301,Bose QuietComfort 45,Electronics,Bose,280.1
PROD-6572,Under Armour Tech 2.0 Short Sleeve,Clothing & Fashion,Under Armour,11.59
PROD-9578,Quest Nutrition High Protein Bars,Health & Personal Care,Quest,18.31
PROD-3786,Quest Nutrition High Protein Bars,Health & Personal Care,Quest,19.89
PROD-4401,Atomic Habits,Books & Media,James Clear,12.82
PROD-4604,Samsung 980 Pro SSD 1TB,Electronics,Samsung,112.31
PROD-1693,TRX All-in-On3 Susp3nsion Tr4in3r,Sports & Fitness,TRX,150.96
PROD-6845,Where the Crawdads Sing,Books & Media,Delia Owens,9.05
PROD-9140,Atomic Habits,Books & Media,James Clear,13.27
PROD-3196,Quaker Oats Old Fashioned 2-Pack,Grocery & Gourmet Food,Quaker,11.03
PROD-9179,Where the Crawdads Sing,Books & Media,Delia Owens,8.83
PROD-6407,Atomic Habits,Books & Media,James Clear,12.98
PROD-4670,Gaiam Yoga Mat,Sports & Fitness,Gaiam,25.69
PROD-6515,iRobot Roomba j7+,Home & Kitchen,iRobot,534.39
PROD-5054,Squishmallows 12-inch Plush,Toys & Games,Kellytoy,16.22
PROD-1999,Cuisinart 14-Cup Food Processor,Home & Kitchen,Cuisinart,197.97
PROD-9451,MacBook Air M2,Electronics,Apple,976.98
PROD-2874,Exploding Kittens Card Game,Toys & Games,Exploding Kittens,15.23
PROD-9709,Becoming,Books & Media,Michelle Obama,14.61
PROD-5064,Catan Board Game,Toys & Games,Catan Studio,35.01
PROD-4362,Where the Crawdads Sing,Books & Media,Delia Owens,8.67
PROD-8345,Philips Sonicare ProtectiveClean 5100,Health & Personal Care,Philips,84.01
PROD-7486,Theragun Pro G4,Sports & Fitness,Therabody,523.18
PROD-5902,Blue Diamond Almonds,Grocery & Gourmet Food,Blue Diamond,13.0
PROD-2545,DEWALT 20V Max Cordless Drill,Tools & Home Improvement,DEWALT,122.04
PROD-4431,Herman Miller Aeron Chair,Office Products,Herman Miller,1002.07
PROD-7173,DEWALT 20V Max Cordless Drill,Tools & Home Improvement,DEWALT,122.62
PROD-2458,Vital Proteins Collagen Peptides,Health & Personal Care,Vital Proteins,21.84
PROD-3153,Carhartt Men's K87 Pocket T-Shirt,Clothing & Fashion,Carhartt,9.92
PROD-9747,Mattel Games UNO,Toys & Games,Mattel,4.69
PROD-4291,Ninja Professional Blender,Home & Kitchen,Ninja,67.43
PROD-7511,Anker 737 Power Bank,Electronics,Anker,130.04
PROD-5078,iRobot Roomba j7+,Home & Kitchen,iRobot,590.31
PROD-8963,Nest Learning Thermostat,Tools & Home Improvement,Google,198.33
PROD-9397,Waterpik Aquarius Water Flosser,Health & Personal Care,Waterpik,56.72
PROD-9337,The Midnight Library,Books & Media,Matt Haig,11.47
PROD-8323,Ninja Professional Blender,Home & Kitchen,Ninja,74.74
PROD-4013,Vicks DayQuil/NyQuil Combo Pack,Health & Personal Care,Vicks,12.42
PROD-9108,Manduka PRO Yoga Mat,Sports & Fitness,Manduka,98.09
PROD-2090,Cards Against Humanity,Toys & Games,Cards Against Humanity,20.8
PROD-5204,Aveeno Daily Moisturizing Lotion,Health & Personal Care,Aveeno,8.51
PROD-4424,MacBook Air M2,Electronics,Apple,928.55
PROD-6111,Iron Gym Total Upper Body Workout Bar,Sports & Fitness,Iron Gym,24.63
PROD-8037,Wyze Cam v3,Electronics,Wyze,29.96
PROD-1304,GoPro HERO11 Black,Electronics,GoPro,431.06
PROD-9529,Brita Water Filter Pitcher,Home & Kitchen,Brita,14.33
PROD-4373,The Psychology of Money,Books & Media,Morgan Housel,10.42
