Date,Quantity,Avg_UnitPrice,Avg_Discount,Year,Month,Day,DayOfWeek,DayOfYear,WeekOfYear,Quarter,IsWeekend,IsMonthStart,IsMonthEnd,IsQuarterStart,IsQuarterEnd,IsYearStart,IsYearEnd,DayName,MonthName,DayOfWeek_Sin,DayOfWeek_Cos,Month_Sin,Month_Cos,DayOfYear_Sin,DayOfYear_Cos,WeekOfYear_Sin,WeekOfYear_Cos,Lag_1,Lag_2,Lag_3,Lag_7,Lag_14,Lag_21,Lag_28,Lag_30,Lag_365,Rolling_3_Mean,Rolling_7_Mean,Rolling_14_Mean,Rolling_30_Mean,Rolling_90_Mean,Rolling_7_Std,Rolling_14_Std,Rolling_30_Std,Rolling_7_Min,Rolling_7_Max,Rolling_30_Min,Rolling_30_Max,Expanding_Mean,Expanding_Std,Expanding_Min,Expanding_Max,Diff_1,Diff_7,Diff_30,Pct_Change_1,Pct_Change_7,Trend
2020-06-11,96,147.43058823529412,14.051960784313724,2020,6,11,3,163,24,2,0,0,0,0,0,0,0,Thursday,June,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,0.3294084822245304,-0.9441875088341993,0.23931566428755766,-0.970941817426052,95.0,72.0,70.0,92.0,96.0,80.0,112.0,113.0,,87.66666666666667,85.14285714285714,83.78571428571429,91.06666666666666,83.02222222222223,10.399175791516349,11.865778663733135,18.369640120615237,70.0,96.0,64.0,145.0,75.49079754601227,19.733836360630495,32.0,145.0,1.0,4.0,-17.0,1.0526315789473717,4.347826086956519,162
2020-06-12,96,263.6734,46.0748,2020,6,12,4,164,24,2,0,0,0,0,0,0,0,Friday,June,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,0.3131070409358269,-0.9497178427914316,0.23931566428755766,-0.970941817426052,96.0,95.0,72.0,88.0,102.0,145.0,111.0,94.0,,95.66666666666667,86.28571428571429,83.35714285714286,91.13333333333334,83.21111111111111,11.176079898818028,11.249664219653235,18.38427614009863,70.0,96.0,64.0,145.0,75.61585365853658,19.73828747683877,32.0,145.0,0.0,8.0,2.0,0.0,9.090909090909083,163
2020-06-13,90,121.31878048780487,11.751951219512197,2020,6,13,5,165,24,2,1,0,0,0,0,0,0,Saturday,June,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,0.29671281927349075,-0.9549667548552551,0.23931566428755766,-0.970941817426052,96.0,96.0,95.0,85.0,79.0,68.0,89.0,112.0,,94.0,87.0,84.14285714285714,90.4,83.52222222222223,11.239810200058352,11.305935424553647,17.957036849485796,70.0,96.0,64.0,145.0,75.7030303030303,19.709853992858697,32.0,145.0,-6.0,5.0,-22.0,-6.25,5.882352941176472,164
2020-06-14,77,119.06135135135133,43.09243243243243,2020,6,14,6,166,24,2,1,0,0,0,0,0,0,Sunday,June,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,0.28023067519921585,-0.9599326896597447,0.23931566428755766,-0.970941817426052,90.0,96.0,96.0,90.0,64.0,76.0,108.0,111.0,,87.66666666666667,85.14285714285714,85.07142857142857,89.26666666666667,83.46666666666667,11.725024114098574,9.980475445082334,17.682902970702013,70.0,96.0,64.0,145.0,75.71084337349397,19.65029423512113,32.0,145.0,-13.0,-13.0,-34.0,-14.444444444444448,-14.444444444444448,165
2020-06-15,86,286.29047619047617,18.42738095238095,2020,6,15,0,167,25,2,0,0,0,0,0,0,0,Monday,June,0.0,1.0,0.49999999999999994,-0.8660254037844387,0.26366549272800704,-0.9646141756912435,0.12053668025532308,-0.992708874098054,77.0,90.0,96.0,70.0,90.0,85.0,103.0,89.0,,84.33333333333333,87.42857142857143,84.78571428571429,89.16666666666667,83.82222222222222,9.658452996506051,9.885331568530288,17.69294294019667,72.0,96.0,64.0,145.0,75.77245508982035,19.607189684136735,32.0,145.0,9.0,16.0,-3.0,11.688311688311682,22.857142857142865,166
2020-06-16,100,210.34244444444445,42.58288888888889,2020,6,16,1,168,25,2,0,0,0,0,0,0,0,Tuesday,June,0.7818314824680297,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.24702218048093552,-0.9690098257244062,0.12053668025532308,-0.992708874098054,86.0,77.0,90.0,72.0,84.0,119.0,85.0,108.0,,87.66666666666667,91.42857142857143,85.92857142857143,88.9,84.15555555555555,7.8285192907545715,10.680422677564307,17.458028486077325,77.0,100.0,64.0,145.0,75.91666666666667,19.637559230589993,32.0,145.0,14.0,28.0,-8.0,16.279069767441868,38.888888888888886,167
2020-06-17,71,125.7697435897436,20.96128205128205,2020,6,17,2,169,25,2,0,0,0,0,0,0,0,Wednesday,June,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0.23030567023061221,-0.9731183372332619,0.12053668025532308,-0.992708874098054,100.0,86.0,77.0,95.0,66.0,69.0,119.0,103.0,,85.66666666666667,88.0,86.28571428571429,87.83333333333333,84.14444444444445,10.723805294763721,10.026338939387292,17.544197062695986,71.0,100.0,64.0,145.0,75.88757396449704,19.582679407317947,32.0,145.0,-29.0,-24.0,-32.0,-29.000000000000004,-25.263157894736842,168
2020-06-18,83,153.33568181818183,26.357727272727274,2020,6,18,3,170,25,2,0,0,0,0,0,0,0,Thursday,June,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,0.21352091543979612,-0.9769384927771817,0.12053668025532308,-0.992708874098054,71.0,100.0,86.0,96.0,92.0,96.0,80.0,85.0,,84.66666666666667,86.14285714285714,85.64285714285714,87.76666666666667,83.65555555555555,10.221359521912582,9.919732803916657,17.559128352675852,71.0,100.0,64.0,145.0,75.92941176470588,19.532275359440863,32.0,145.0,12.0,-13.0,-2.0,16.901408450704224,-13.541666666666663,169
2020-06-19,72,143.46372093023257,17.96488372093023,2020,6,19,4,171,25,2,0,0,0,0,0,0,0,Friday,June,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,0.19667288979357647,-0.980469160361632,0.12053668025532308,-0.992708874098054,83.0,71.0,100.0,96.0,88.0,102.0,145.0,119.0,,75.33333333333333,82.71428571428571,84.5,86.2,83.85555555555555,10.38772168980112,10.530176417544801,16.754618508915936,71.0,100.0,64.0,145.0,75.90643274853801,19.47706085508806,32.0,145.0,-11.0,-24.0,-47.0,-13.253012048192769,-25.0,170
2020-06-20,36,231.39440000000002,19.748,2020,6,20,5,172,25,2,1,0,0,0,0,0,0,Saturday,June,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,0.17976658572556237,-0.9837092937736097,0.12053668025532308,-0.992708874098054,72.0,83.0,71.0,90.0,85.0,79.0,68.0,80.0,,63.666666666666664,75.0,81.0,84.73333333333333,83.35555555555555,19.832633040858102,16.69177595750032,19.08047084890963,36.0,100.0,36.0,145.0,75.67441860465117,19.656965707595702,32.0,145.0,-36.0,-54.0,-44.0,-50.0,-60.0,171
2020-06-21,85,142.4243181818182,17.27840909090909,2020,6,21,6,173,25,2,1,0,0,0,0,0,0,Sunday,June,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,0.16280701293851713,-0.986657932891657,0.12053668025532308,-0.992708874098054,36.0,72.0,83.0,77.0,90.0,64.0,76.0,145.0,,64.33333333333333,76.14285714285714,80.64285714285714,82.73333333333333,83.66666666666667,20.194294337993764,16.537170918207956,15.319433980120246,36.0,100.0,36.0,119.0,75.72832369942196,19.612559931263444,32.0,145.0,49.0,8.0,-60.0,136.11111111111111,10.389610389610393,172
2020-06-22,86,210.7867391304348,18.59673913043478,2020,6,22,0,174,26,2,0,0,0,0,0,0,0,Monday,June,0.0,1.0,0.49999999999999994,-0.8660254037844387,0.14579919691987508,-0.9893142039703663,-3.216245299353273e-16,-1.0,85.0,36.0,72.0,86.0,70.0,90.0,85.0,68.0,,69.0,76.14285714285714,81.78571428571429,83.33333333333333,83.73333333333333,20.194294337993764,16.296193852121885,15.073002431461656,36.0,100.0,36.0,119.0,75.78735632183908,19.57129137665059,32.0,145.0,1.0,0.0,18.0,1.17647058823529,0.0,173
2020-06-23,82,310.84177777777774,67.11066666666667,2020,6,23,1,175,26,2,0,0,0,0,0,0,0,Tuesday,June,0.7818314824680297,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.12874817745258132,-0.99167731989929,-3.216245299353273e-16,-1.0,86.0,85.0,36.0,100.0,72.0,84.0,119.0,76.0,,84.33333333333333,73.57142857142857,82.5,83.53333333333333,83.63333333333334,17.633841922632296,16.051599488955837,15.012025830654178,36.0,86.0,36.0,119.0,75.82285714285715,19.520621070094908,32.0,145.0,-4.0,-18.0,6.0,-4.651162790697672,-18.000000000000004,174
2020-06-24,100,213.38000000000002,23.42809523809524,2020,6,24,2,176,26,2,0,0,0,0,0,0,0,Wednesday,June,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0.11165900712169512,-0.993746580436178,-3.216245299353273e-16,-1.0,82.0,86.0,85.0,71.0,95.0,66.0,69.0,85.0,,89.33333333333333,77.71428571428571,82.85714285714286,84.03333333333333,83.81111111111112,20.155349047786256,16.402894410894266,15.309414127246626,36.0,100.0,36.0,119.0,75.96022727272727,19.549895372889065,32.0,145.0,18.0,29.0,15.0,21.95121951219512,40.8450704225352,175
2020-06-25,71,192.76636363636362,18.77568181818182,2020,6,25,3,177,26,2,0,0,0,0,0,0,0,Thursday,June,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,0.09453674981719913,-0.9955213724144752,-3.216245299353273e-16,-1.0,100.0,82.0,86.0,83.0,96.0,92.0,96.0,119.0,,84.33333333333333,76.0,81.07142857142857,82.43333333333334,83.28888888888889,20.141168453361136,16.221847972667998,13.97950059128035,36.0,100.0,36.0,102.0,75.9322033898305,19.497841727978685,32.0,145.0,-29.0,-12.0,-48.0,-29.000000000000004,-14.457831325301207,176
2020-06-26,93,155.47790697674418,19.41767441860465,2020,6,26,4,178,26,2,0,0,0,0,0,0,0,Friday,June,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,0.07738647923346302,-0.9970011699250151,-3.216245299353273e-16,-1.0,71.0,100.0,82.0,72.0,96.0,88.0,102.0,69.0,,88.0,79.0,80.85714285714286,83.23333333333333,83.61111111111111,20.992061991778456,16.02813460453524,13.870542672260047,36.0,100.0,36.0,102.0,76.02808988764045,19.4847266784009,32.0,145.0,22.0,21.0,24.0,30.98591549295775,29.166666666666675,177
2020-06-27,88,126.81851063829788,22.345744680851062,2020,6,27,5,179,26,2,1,0,0,0,0,0,0,Saturday,June,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,0.06021327736579302,-0.9981855344718586,-3.216245299353273e-16,-1.0,93.0,71.0,100.0,36.0,90.0,85.0,79.0,96.0,,84.0,86.42857142857143,80.71428571428571,82.96666666666667,83.72222222222223,9.034326074425826,15.949094844963067,13.69239238392622,71.0,100.0,36.0,102.0,76.09497206703911,19.450511312256143,32.0,145.0,-5.0,52.0,-8.0,-5.376344086021501,144.44444444444446,178
2020-06-28,64,344.66648648648646,32.35081081081081,2020,6,28,6,180,26,2,1,0,0,0,0,0,0,Sunday,June,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,0.04302223300453059,-0.99907411510223,-3.216245299353273e-16,-1.0,88.0,93.0,71.0,85.0,77.0,90.0,64.0,102.0,,81.66666666666667,83.42857142857143,79.78571428571429,81.7,84.07777777777778,12.434590770067604,16.549127662013714,13.628443886174944,64.0,100.0,36.0,100.0,76.02777777777777,19.41704329843076,32.0,145.0,-24.0,-21.0,-38.0,-27.27272727272727,-24.705882352941178,179
2020-06-29,100,266.37191489361703,21.922765957446806,2020,6,29,0,181,27,2,0,0,0,0,0,0,0,Monday,June,0.0,1.0,0.49999999999999994,-0.8660254037844387,0.02581844022713308,-0.9996666485105112,-0.12053668025532283,-0.992708874098054,64.0,88.0,93.0,86.0,86.0,70.0,90.0,79.0,,84.0,85.42857142857143,80.78571428571429,82.4,84.22222222222223,13.950593092017645,17.35679238103178,14.018706713924539,64.0,100.0,36.0,100.0,76.16022099447514,19.444844159708115,32.0,145.0,36.0,14.0,21.0,56.25,16.279069767441868,180
2020-06-30,64,256.7060526315789,31.16868421052632,2020,6,30,1,182,27,2,0,0,1,0,1,0,0,Tuesday,June,0.7818314824680297,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0086069968886887,-0.9999629591162655,-0.12053668025532283,-0.992708874098054,100.0,64.0,88.0,82.0,100.0,72.0,84.0,64.0,,76.0,82.85714285714286,78.21428571428571,82.4,84.05555555555556,16.1702254305929,16.953232373564905,14.018706713924539,64.0,100.0,36.0,100.0,76.0934065934066,19.411993229668244,32.0,145.0,-36.0,-18.0,0.0,-36.0,-21.95121951219512,181
2020-07-01,108,157.05140624999999,15.069374999999999,2020,7,1,2,183,27,3,0,1,0,1,0,0,0,Wednesday,July,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,-0.008606996888688009,-0.9999629591162655,-0.12053668025532283,-0.992708874098054,64.0,100.0,64.0,100.0,71.0,95.0,66.0,90.0,,90.66666666666667,84.0,80.85714285714286,83.0,84.24444444444444,17.78576209593888,18.550791576961597,14.72272463539455,64.0,108.0,36.0,108.0,76.26775956284153,19.501744044496053,32.0,145.0,44.0,8.0,18.0,68.75,8.000000000000007,182
2020-07-02,140,224.32722222222222,77.13236111111111,2020,7,2,3,184,27,3,0,0,0,0,0,0,0,Thursday,July,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,-0.025818440227132394,-0.9996666485105112,-0.12053668025532283,-0.992708874098054,108.0,64.0,100.0,71.0,83.0,96.0,92.0,84.0,,104.0,93.85714285714286,84.92857142857143,84.86666666666666,84.8,26.409774525281215,24.392509208658847,18.032027700414172,64.0,140.0,36.0,140.0,76.61413043478261,20.007867750395597,32.0,145.0,32.0,69.0,56.0,29.629629629629626,97.1830985915493,183
2020-07-03,139,177.88452054794521,54.46342465753425,2020,7,3,4,185,27,3,0,0,0,0,0,0,0,Friday,July,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,-0.04302223300453034,-0.99907411510223,-0.12053668025532283,-0.992708874098054,140.0,108.0,64.0,93.0,72.0,96.0,88.0,66.0,,129.0,100.42857142857143,89.71428571428571,87.3,85.54444444444445,31.410492635726825,27.970942536382783,20.19414391044741,64.0,140.0,36.0,140.0,76.95135135135135,20.47381176705062,32.0,145.0,-1.0,46.0,73.0,-0.7142857142857117,49.46236559139785,184
2020-07-04,107,240.9882142857143,18.380535714285713,2020,7,4,5,186,27,3,1,0,0,0,0,0,0,Saturday,July,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,-0.060213277365792774,-0.9981855344718586,-0.12053668025532283,-0.992708874098054,139.0,140.0,108.0,88.0,36.0,90.0,85.0,92.0,,128.66666666666666,103.14285714285714,94.78571428571429,87.8,85.86666666666666,30.97541267644697,23.57370951334943,20.497939341343006,64.0,140.0,36.0,140.0,77.11290322580645,20.536931668010443,32.0,145.0,-32.0,19.0,15.0,-23.021582733812952,21.590909090909083,185
2020-07-05,129,175.4463157894737,21.55263157894737,2020,7,5,6,187,27,3,1,0,0,0,0,0,0,Sunday,July,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,-0.07738647923346322,-0.9970011699250151,-0.12053668025532283,-0.992708874098054,107.0,139.0,140.0,64.0,85.0,77.0,90.0,88.0,,125.0,112.42857142857143,97.92857142857143,89.16666666666667,86.41111111111111,26.738593473711024,25.055213754101914,21.834934573203785,64.0,140.0,36.0,140.0,77.3903743315508,20.830150639531492,32.0,145.0,22.0,65.0,41.0,20.560747663551403,101.5625,186
2020-07-06,134,193.32797101449273,39.61376811594203,2020,7,6,0,188,28,3,0,0,0,0,0,0,0,Monday,July,0.0,1.0,1.2246467991473532e-16,-1.0,-0.09453674981719931,-0.9955213724144752,-0.23931566428755746,-0.9709418174260521,129.0,107.0,139.0,100.0,86.0,86.0,70.0,85.0,,123.33333333333333,117.28571428571429,101.35714285714286,90.8,87.27777777777777,27.188933322918277,26.537657258078646,23.296292438482745,64.0,140.0,36.0,140.0,77.69148936170212,21.180672551846634,32.0,145.0,5.0,34.0,49.0,3.875968992248069,34.00000000000001,187
2020-07-07,113,251.99576271186442,19.376949152542373,2020,7,7,1,189,28,3,0,0,0,0,0,0,0,Tuesday,July,0.7818314824680297,0.6234898018587336,1.2246467991473532e-16,-1.0,-0.11165900712169442,-0.9937465804361781,-0.23931566428755746,-0.9709418174260521,134.0,129.0,107.0,64.0,82.0,100.0,72.0,90.0,,125.33333333333333,124.28571428571429,103.57142857142857,91.56666666666666,87.81111111111112,14.556948921555033,26.08776396265939,23.644906622683038,107.0,140.0,36.0,140.0,77.87830687830687,21.27982275989532,32.0,145.0,-21.0,49.0,23.0,-15.671641791044777,76.5625,188
2020-07-08,125,297.04,54.453239436619725,2020,7,8,2,190,28,3,0,0,0,0,0,0,0,Wednesday,July,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,-0.12874817745258066,-0.99167731989929,-0.23931566428755746,-0.9709418174260521,113.0,134.0,129.0,108.0,100.0,71.0,95.0,70.0,,124.0,126.71428571428571,105.35714285714286,93.4,88.4,12.684824078589427,26.673545358238815,24.043925320703856,107.0,140.0,36.0,140.0,78.12631578947368,21.497012025798274,32.0,145.0,12.0,17.0,55.0,10.619469026548668,15.740740740740744,189
2020-07-09,157,246.1515,38.239625000000004,2020,7,9,3,191,28,3,0,0,0,0,0,0,0,Thursday,July,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,-0.14579919691987445,-0.9893142039703664,-0.23931566428755746,-0.9709418174260521,125.0,113.0,134.0,140.0,71.0,83.0,96.0,72.0,,131.66666666666666,129.14285714285714,111.5,96.23333333333333,89.28888888888889,16.65761659050269,28.02128312001985,26.33430086975632,107.0,157.0,36.0,157.0,78.53926701570681,22.186939673859605,32.0,157.0,32.0,17.0,85.0,25.6,12.142857142857144,190
2020-07-10,158,173.01810810810812,58.887162162162156,2020,7,10,4,192,28,3,0,0,0,0,0,0,0,Friday,July,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,-0.16280701293851646,-0.9866579328916572,-0.23931566428755746,-0.9709418174260521,157.0,125.0,113.0,139.0,93.0,72.0,96.0,95.0,,146.66666666666666,131.85714285714286,116.14285714285714,98.33333333333333,90.28888888888889,19.785757263147406,30.032948939090613,28.64326764894664,107.0,158.0,36.0,158.0,78.953125,22.85975660103665,32.0,158.0,1.0,19.0,63.0,0.6369426751592355,13.669064748201443,191
2020-07-11,91,285.84978260869565,70.73173913043478,2020,7,11,5,193,28,3,1,0,0,0,0,0,0,Saturday,July,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,-0.17976658572556214,-0.9837092937736098,-0.23931566428755746,-0.9709418174260521,158.0,157.0,125.0,107.0,88.0,36.0,90.0,96.0,,135.33333333333334,129.57142857142858,116.35714285714286,98.16666666666667,90.44444444444444,23.6773952878911,29.826697238076328,28.671845295405664,91.0,158.0,36.0,158.0,79.01554404145078,22.816632430262047,32.0,158.0,-67.0,-16.0,-5.0,-42.40506329113924,-14.953271028037385,192
2020-07-12,131,185.55,16.58859375,2020,7,12,6,194,28,3,1,0,0,0,0,0,0,Sunday,July,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,-0.19667288979357625,-0.9804691603616321,-0.23931566428755746,-0.9709418174260521,91.0,158.0,157.0,129.0,64.0,85.0,77.0,96.0,,126.66666666666667,129.85714285714286,121.14285714285714,99.33333333333333,91.22222222222223,23.68141726775498,25.89581832252861,29.2861428139579,91.0,158.0,36.0,158.0,79.28350515463917,23.06146407915305,32.0,158.0,40.0,2.0,35.0,43.956043956043956,1.5503875968992276,193
2020-07-13,133,284.9982258064516,16.863870967741935,2020,7,13,0,195,29,3,0,0,0,0,0,0,0,Monday,July,0.0,1.0,1.2246467991473532e-16,-1.0,-0.2135209154397959,-0.9769384927771817,-0.3546048870425356,-0.9350162426854148,131.0,91.0,158.0,134.0,100.0,86.0,86.0,90.0,,118.33333333333333,129.71428571428572,123.5,100.76666666666667,91.83333333333333,23.65526217507277,25.318737360667562,29.860229961159558,91.0,158.0,36.0,158.0,79.55897435897435,23.321384350308257,32.0,158.0,2.0,-1.0,43.0,1.526717557251911,-0.7462686567164201,194
2020-07-14,96,185.03844827586207,26.541034482758622,2020,7,14,1,196,29,3,0,0,0,0,0,0,0,Tuesday,July,0.7818314824680297,0.6234898018587336,1.2246467991473532e-16,-1.0,-0.230305670230612,-0.973118337233262,-0.3546048870425356,-0.9350162426854148,133.0,131.0,91.0,113.0,64.0,82.0,100.0,77.0,,120.0,127.28571428571429,125.78571428571429,101.4,92.18888888888888,26.373688186740747,20.5245765305461,29.538519562277187,91.0,158.0,36.0,158.0,79.64285714285714,23.291134001523474,32.0,158.0,-37.0,-17.0,19.0,-27.819548872180455,-15.04424778761062,195
2020-07-15,89,212.294,23.248,2020,7,15,2,197,29,3,0,0,0,0,0,0,0,Wednesday,July,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,-0.2470221804809353,-0.9690098257244063,-0.3546048870425356,-0.9350162426854148,96.0,133.0,131.0,125.0,108.0,100.0,71.0,86.0,,106.0,122.14285714285714,124.42857142857143,101.5,92.1,30.1354086938083,22.33904579504167,29.48962412501184,89.0,158.0,36.0,158.0,79.69035532994924,23.241205454871427,32.0,158.0,-7.0,-36.0,3.0,-7.2916666666666625,-28.800000000000004,196
2020-07-16,128,241.9111111111111,65.22277777777778,2020,7,16,3,198,29,3,0,0,0,0,0,0,0,Thursday,July,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,-0.26366549272800727,-0.9646141756912435,-0.3546048870425356,-0.9350162426854148,89.0,96.0,133.0,157.0,140.0,71.0,83.0,100.0,,104.33333333333333,118.0,123.57142857142857,102.43333333333334,92.42222222222222,26.29321839055336,21.921939434535222,29.881009230674852,89.0,158.0,36.0,158.0,79.93434343434343,23.4349890765605,32.0,158.0,39.0,-29.0,28.0,43.82022471910112,-18.47133757961783,197
2020-07-17,155,210.2315,37.993624999999994,2020,7,17,4,199,29,3,0,0,0,0,0,0,0,Friday,July,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,-0.2802306751992161,-0.9599326896597445,-0.3546048870425356,-0.9350162426854148,128.0,89.0,96.0,158.0,139.0,93.0,72.0,71.0,,124.0,117.57142857142857,124.71428571428571,105.23333333333333,93.18888888888888,25.5464096815785,23.16970359834512,30.75675797153428,89.0,155.0,36.0,158.0,80.31155778894473,23.973752842198387,32.0,158.0,27.0,-3.0,84.0,21.09375,-1.898734177215189,198
2020-07-18,100,94.56963636363636,30.377636363636363,2020,7,18,5,200,29,3,1,0,0,0,0,0,0,Saturday,July,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,-0.2967128192734901,-0.9549667548552553,-0.3546048870425356,-0.9350162426854148,155.0,128.0,89.0,91.0,107.0,88.0,36.0,83.0,,127.66666666666667,118.85714285714286,124.21428571428571,105.8,93.56666666666666,24.17594239065337,23.65189396035949,30.48843760487251,89.0,155.0,36.0,158.0,80.41,23.95393191673043,32.0,158.0,-55.0,9.0,17.0,-35.483870967741936,9.8901098901099,199
2020-07-19,105,221.88303571428574,15.685357142857143,2020,7,19,6,201,29,3,1,0,0,0,0,0,0,Sunday,July,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,-0.3131070409358267,-0.9497178427914317,-0.3546048870425356,-0.9350162426854148,100.0,155.0,128.0,131.0,129.0,64.0,85.0,72.0,,120.0,115.14285714285714,122.5,106.9,94.0111111111111,23.99603141791417,24.14300344581463,29.81477301029088,89.0,155.0,36.0,158.0,80.53233830845771,23.956840338512404,32.0,158.0,5.0,-26.0,33.0,5.000000000000004,-19.84732824427481,200
2020-07-20,100,192.44735849056602,31.566603773584905,2020,7,20,0,202,30,3,0,0,0,0,0,0,0,Monday,July,0.0,1.0,1.2246467991473532e-16,-1.0,-0.3294084822245302,-0.9441875088341994,-0.46472317204376806,-0.8854560256532101,105.0,100.0,155.0,133.0,134.0,100.0,86.0,36.0,,101.66666666666667,110.42857142857143,120.07142857142857,109.03333333333333,94.22222222222223,23.129037614055225,24.602890029470107,26.692997058292647,89.0,155.0,64.0,158.0,80.62871287128714,23.93639513931464,32.0,158.0,-5.0,-33.0,64.0,-4.761904761904767,-24.812030075187973,201
2020-07-21,105,158.46253968253967,17.360634920634922,2020,7,21,1,203,30,3,0,0,0,0,0,0,0,Tuesday,July,0.7818314824680297,0.6234898018587336,1.2246467991473532e-16,-1.0,-0.3456123126707333,-0.9383773917408642,-0.46472317204376806,-0.8854560256532101,100.0,105.0,100.0,96.0,113.0,64.0,82.0,85.0,,103.33333333333333,111.71428571428571,119.5,109.7,94.47777777777777,22.432968934987084,24.871206707293574,26.319194516550027,89.0,155.0,64.0,158.0,80.7487684729064,23.93826498838315,32.0,158.0,5.0,9.0,20.0,5.000000000000004,9.375,202
2020-07-22,156,150.91555555555556,21.17641975308642,2020,7,22,2,204,30,3,0,0,0,0,0,0,0,Wednesday,July,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,-0.3617137307297674,-0.9322892131745134,-0.46472317204376806,-0.8854560256532101,105.0,100.0,105.0,89.0,125.0,108.0,100.0,86.0,,120.33333333333333,121.28571428571429,121.71428571428571,112.03333333333333,95.5111111111111,25.243575325973435,26.71049511803462,27.232692489540618,100.0,156.0,64.0,158.0,81.11764705882354,24.45355268200043,32.0,158.0,51.0,67.0,70.0,48.57142857142858,75.2808988764045,203
2020-07-23,136,131.79955882352942,8.235147058823529,2020,7,23,3,205,30,3,0,0,0,0,0,0,0,Thursday,July,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,-0.37770796520396466,-0.9259247771938499,-0.46472317204376806,-0.8854560256532101,156.0,105.0,100.0,128.0,157.0,140.0,71.0,82.0,,132.33333333333334,122.42857142857143,120.21428571428571,113.83333333333333,96.22222222222223,25.773740789526723,25.118729057230407,26.962404647356898,100.0,156.0,64.0,158.0,81.38536585365854,24.692873872558522,32.0,158.0,-20.0,8.0,54.0,-12.82051282051282,6.25,204
2020-07-24,157,186.16575,18.51475,2020,7,24,4,206,30,3,0,0,0,0,0,0,0,Friday,July,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,-0.3935902766564665,-0.9192859697186105,-0.46472317204376806,-0.8854560256532101,136.0,156.0,105.0,155.0,158.0,139.0,93.0,100.0,,149.66666666666666,122.71428571428571,120.14285714285714,115.73333333333333,97.4,26.202508058799026,25.004175475483947,27.94444406358776,100.0,157.0,64.0,158.0,81.75242718446601,25.189658523272247,32.0,158.0,21.0,2.0,57.0,15.441176470588225,1.2903225806451646,205
2020-07-25,74,196.17641025641026,22.95769230769231,2020,7,25,5,207,30,3,1,0,0,0,0,0,0,Saturday,July,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,-0.40935595881562115,-0.9123747579707274,-0.46472317204376806,-0.8854560256532101,157.0,136.0,156.0,100.0,91.0,107.0,88.0,71.0,,122.33333333333333,119.0,118.92857142857143,115.83333333333333,97.46666666666667,31.30495168499705,26.871386800301735,27.783750315772565,74.0,157.0,64.0,158.0,81.71497584541063,25.134220626070668,32.0,158.0,-83.0,-26.0,3.0,-52.86624203821656,-26.0,206
